Month,Category,Budget,Actual,Savings
29 August 2019,Healthcare,2504.76,3381.44,0
11 November 2022,Investments,3631.85,3789.69,0
23 August 2020,Education,2508.27,2212,0
17 October 2021,Investments,2829.67,3846.24,0
31 January 2019,Rent,2154.94,2501.29,0
01 April 2019,Rent,2052.41,3126.68,0
30 June 2019,Healthcare,2871.7,3495.54,0
19 July 2021,Healthcare,2481.8,3444.88,0
16 March 2022,Transportation,1956.45,3356.88,0
14 July 2022,Investments,1949.74,4741.72,0
31 January 2019,Transportation,2274.36,3115.16,0
01 May 2019,Healthcare,2857.45,4647.99,0
26 January 2020,Healthcare,2420.75,4214.47,0
24 July 2020,Investments,2766.43,3783.64,0
20 April 2021,Investments,2893.95,2983.76,0
20 May 2021,Investments,3216.5,3514.61,0
01 April 2019,Education,3048.16,3524.01,0
28 October 2019,Investments,2859.62,4045.05,0
26 January 2020,Education,2085.02,3533.41,0
24 June 2020,Transportation,2080.12,4245.84,0
24 July 2020,Transportation,2413.89,3592.7,0
21 December 2020,Rent,3538.14,2819.01,0
19 February 2021,Rent,3359.43,4288.41,0
10 May 2023,Education,2887.55,3380.55,0
09 July 2023,Investments,2925.37,2935.91,0
01 May 2019,Investments,2927.97,3629.29,0
25 May 2020,Investments,2953.07,2808.08,0
16 March 2022,Investments,2898.49,3376.93,0
09 February 2023,Healthcare,2382.27,3638.4,0
09 June 2023,Healthcare,2875.4,2898.15,0
07 September 2023,Transportation,3481.11,4470.21,0
06 November 2023,Rent,2508.1,4124.7,0
31 January 2019,Education,3255.29,3255.14,0
29 August 2019,Rent,3612.55,3851.42,0
21 December 2020,Rent,2786.92,2468.81,0
16 December 2021,Transportation,3145.24,4561.67,0
13 August 2022,Investments,2815.98,4533.39,0
10 January 2023,Transportation,2868.84,3637.59,0
30 June 2019,Rent,2528.76,3551.11,0
28 October 2019,Healthcare,2473.32,3144.83,0
27 November 2019,Rent,2511.99,4063.18,0
23 August 2020,Education,3668.7,2897.54,0
21 November 2020,Healthcare,2797.97,4133.73,0
21 March 2021,Rent,2418.8,2785.35,0
11 December 2022,Education,3100.91,3395.78,0
10 January 2023,Healthcare,3017.2,2755.19,0
07 October 2023,Healthcare,2947.88,3515.83,0
24 June 2020,Rent,1681.78,4276.5,0
20 April 2021,Transportation,2947.33,3409.37,0
16 December 2021,Transportation,3011.93,4252.27,0
28 October 2019,Transportation,2228.25,3415.98,0
17 September 2021,Investments,2962.08,2907.71,0
14 June 2022,Education,3029.16,3511.49,0
11 December 2022,Transportation,3064.73,5095.19,0
10 January 2023,Rent,3246.7,3499.48,0
06 November 2023,Healthcare,2979.76,4103.4,0
30 July 2019,Rent,3342.9,3658.31,0
29 August 2019,Investments,2064.93,2745.91,0
27 December 2019,Transportation,2816.23,3844.91,0
25 February 2020,Education,2591.53,3590.9,0
15 January 2022,Rent,2793.95,3967.34,0
01 January 2019,Transportation,2908.95,3646.54,0
28 October 2019,Healthcare,3308.06,4179.63,0
13 August 2022,Healthcare,2585.87,3628.76,0
10 January 2023,Healthcare,3117.82,5030.97,0
15 May 2022,Education,1872,3747.72,0
12 September 2022,Investments,2628.64,4650.25,0
09 June 2023,Healthcare,2856.85,4342.91,0
09 July 2023,Healthcare,2675.77,3992.02,0
19 July 2021,Rent,3026.26,2083.75,896.61
15 April 2022,Rent,3606,2241.48,1541.25
14 June 2022,Rent,3092.41,2359.97,1687.32
09 July 2023,Rent,3259.67,2614.04,2900.77
29 August 2019,Rent,2414.02,2613.77,1699.98
26 March 2020,Rent,3863.63,1861.05,2375.2
09 June 2023,Rent,2446.48,2816.29,2647.33
07 September 2023,Rent,2889.28,2846.88,188.8
26 January 2020,Rent,3099.92,2375.51,2049.61
25 April 2020,Rent,3138.08,3564.95,14.33
19 February 2021,Rent,3167.77,2687.81,1614.06
02 March 2019,Rent,3177.66,2110.01,2263.15
25 February 2020,Rent,2815.92,3308.17,1147.36
19 June 2021,Rent,2534.24,3357.22,295.4
07 October 2023,Rent,2988.99,3241.42,148.8
30 June 2019,Rent,2535.15,4024.49,251.93
27 December 2019,Rent,3120.73,3226.87,1144.8
20 January 2021,Rent,3067.23,903.28,3086.48
15 January 2022,Rent,3232.5,2801.27,858.7
16 March 2022,Rent,2570.46,1694.9,1528.85
11 December 2022,Rent,2711.37,3487.21,802.92
01 May 2019,Rent,2761.8,2827.05,1150.29
25 April 2020,Rent,2045.48,2518.77,1974.97
14 June 2022,Rent,3076.24,2200.28,1725.17
09 July 2023,Rent,2842.88,1753.15,1602.66
07 October 2023,Rent,2053.35,2753.66,2680.03
25 May 2020,Rent,2535.78,3533.97,1174.49
20 April 2021,Rent,3065.08,1741.8,2427.16
16 March 2022,Rent,2045.35,3837.39,1082.46
26 January 2020,Rent,3344.62,2873.25,1619.34
25 April 2020,Rent,2893.95,3107.84,974.08
24 June 2020,Rent,3089.96,2637.75,2565.86
13 August 2022,Rent,2077.23,2694.31,577.11
24 July 2020,Rent,3381.91,1865.39,3022.54
22 October 2020,Rent,2485.44,3013.26,137.35
11 March 2023,Rent,3154.35,2461.65,649.77
08 August 2023,Rent,2240.93,3621.94,144.77
31 January 2019,Rent,3560.72,1750.8,1018.06
02 March 2019,Rent,1994.39,2905.66,490.88
25 April 2020,Rent,3285.38,2654.7,1332.18
21 December 2020,Rent,2980.01,2896.9,1028.24
17 September 2021,Rent,3231.79,1713.88,2887.04
16 December 2021,Rent,2648.37,2110.35,1859.78
15 January 2022,Rent,3066.71,2324.12,1076.17
13 August 2022,Rent,2721.32,2002.82,3839.43
12 September 2022,Rent,2664.69,3012.43,1213.85
09 February 2023,Rent,2747.25,2636.22,1296.37
09 June 2023,Rent,2840.06,2113.27,1602.15
25 May 2020,Rent,1901.55,1107.05,3251.1
19 February 2021,Rent,2979.51,1174.41,3020.96
16 March 2022,Rent,3017.87,2923.91,1040.74
06 November 2023,Rent,3156.19,3407.7,1298.05
31 January 2019,Rent,2814.65,3417.91,1025.87
30 June 2019,Rent,2778.54,2067.02,719.46
22 September 2020,Rent,2418.67,3312.82,2365.7
21 November 2020,Rent,3017.47,2376.6,1910.84
19 February 2021,Rent,2445.61,3265.06,1438.64
14 June 2022,Rent,2494.64,1723.48,3781.57
10 April 2023,Rent,2603.38,3232.52,1055.05
24 June 2020,Rent,2223.14,2171.24,2226.92
21 March 2021,Rent,3147.07,2904.95,84.37
25 April 2020,Rent,2811.8,2837.84,1906.52
22 September 2020,Rent,2910.22,2432.22,1064.01
21 November 2020,Rent,3241.61,2561.93,2043.38
21 March 2021,Rent,3061.8,2895.72,665.67
15 May 2022,Rent,2217.73,2593.66,1113.16
30 June 2019,Rent,3199.33,2453.74,3451.24
19 July 2021,Rent,3563.92,2570,2417
12 September 2022,Rent,2572.28,2490.55,682.53
02 March 2019,Rent,3207.62,2994.7,269.87
25 May 2020,Rent,2360.5,4399.84,89.01
24 July 2020,Rent,2560.79,2836.56,1174.12
12 October 2022,Rent,1706.52,1816.45,4891.11
09 February 2023,Rent,3114.39,3217.08,120.38
19 February 2021,Rent,2912.79,1896.1,1991.39
19 July 2021,Rent,2828.38,3354.49,1321.25
12 September 2022,Rent,2322.42,2505.95,1225.64
06 November 2023,Rent,1752.34,2355.21,3775.32
28 September 2019,Rent,3564.76,2716.08,2181.44
28 October 2019,Rent,3482.78,2995.2,11.63
26 January 2020,Rent,2563.67,2496.65,1621.62
21 November 2020,Rent,2567.61,2136.44,1068.88
20 April 2021,Rent,2121.94,3114.97,851.33
19 June 2021,Rent,3344.46,2131.51,2116.6
17 October 2021,Rent,2441.63,2328.18,3327.62
14 June 2022,Rent,2965.9,820,3398.27
14 July 2022,Rent,3840.85,2877.91,1057.95
12 September 2022,Rent,3269.94,2585.32,1225.65
11 November 2022,Rent,3032.5,4036,983.59
25 February 2020,Rent,2127.41,2088.04,1293.02
21 November 2020,Rent,1810.43,4017.02,1411.79
16 November 2021,Rent,3508.61,3281.56,219.94
11 November 2022,Rent,3010.92,3964.36,395.02
25 April 2020,Rent,3207.02,3514.07,1681.76
16 December 2021,Rent,3719.85,2349.88,2008.68
09 June 2023,Rent,2466.28,2534.66,1447.47
30 July 2019,Rent,3058.57,2400.56,1869.35
26 March 2020,Rent,3301.08,4627.69,228.78
17 September 2021,Rent,2811.45,2995.2,1405.41
16 March 2022,Rent,2244.41,2992.1,2112.91
28 September 2019,Rent,2901.02,2670.95,844.64
27 December 2019,Rent,2101.12,4082.16,1261.69
25 May 2020,Rent,4030.24,2536.66,1718.7
23 August 2020,Rent,3031.49,2931.26,355.99
20 January 2021,Rent,2733.82,2853.22,1174.55
15 January 2022,Rent,2661.85,2797.13,1416.14
13 August 2022,Rent,2889.77,1805.44,3879.59
09 February 2023,Rent,3656.96,2881.89,3077.56
09 July 2023,Rent,2492.64,2702.74,2241
25 May 2020,Rent,2293.4,2850.16,2047.39
21 December 2020,Rent,2470.25,2724.51,1640.52
11 November 2022,Rent,2665.39,3291.93,893.76
11 March 2023,Rent,2767.36,2417.36,2504.42
08 August 2023,Rent,2618.54,3759.39,282.42
30 July 2019,Rent,3467.47,4202.56,95.69
29 August 2019,Rent,2996.39,2603.5,932.77
23 August 2020,Rent,3475.64,2112.68,2734.85
12 October 2022,Rent,3199.02,3462.02,112.89
10 May 2023,Rent,3072.38,2448.57,2852.83
09 June 2023,Rent,2412.52,2245.22,1881.78
21 November 2020,Rent,2964.17,3145.92,1769.39
21 December 2020,Rent,3118.05,3310.38,1081.84
01 January 2019,Rent,2662.39,3309.16,1177.48
27 November 2019,Rent,2279.68,2401.51,2975.7
25 May 2020,Rent,2285.17,3827.42,3580.52
11 December 2022,Rent,1842.76,3553.64,411.97
31 May 2019,Rent,3929.6,3540.8,1010.6
20 January 2021,Rent,2779.55,1831.22,392.55
24 June 2020,Rent,3017.54,2193.02,1461.51
16 March 2022,Rent,2782.39,3825.34,1874.23
28 September 2019,Rent,1672.27,3970.71,512.87
16 December 2021,Rent,2756.23,2662.68,47.43
31 January 2019,Rent,3512.81,2844.18,1566.27
19 February 2021,Rent,2355.92,2784.06,2246.75
12 October 2022,Rent,2045.98,3313.66,236.59
11 November 2022,Rent,3168.85,1373.62,1814.82
07 October 2023,Rent,3010.36,3619.08,352.68
20 January 2021,Rent,3510.16,3743.35,1501.91
19 July 2021,Rent,3362.57,3278.29,241.81
10 May 2023,Rent,2843.32,4450.72,78.71
20 May 2021,Rent,2597.57,2101.5,3814.59
30 July 2019,Rent,2000.9,3068.96,764.67
24 June 2020,Rent,2005.75,2067.32,3506.26
17 October 2021,Rent,2175.13,3659.99,807.42
16 November 2021,Rent,2931.26,2175.04,1613.97
30 June 2019,Rent,2908.07,3101.61,2935.03
10 January 2023,Rent,2589.16,1339.63,3555.46
31 May 2019,Rent,2749.89,3076.64,121.65
30 June 2019,Rent,3016.71,2529.59,2301.18
27 November 2019,Rent,2381.25,2043.2,1336.85
26 March 2020,Rent,2947.74,3543.35,1216.93
18 August 2021,Rent,3331.33,2542.71,1463.7
14 February 2022,Rent,2301.7,2047.95,1830.46
15 May 2022,Rent,2230.56,2834.68,1664.39
10 April 2023,Rent,3592.07,2702.48,2828.95
09 July 2023,Rent,2937.88,3392.62,1013.35
28 October 2019,Rent,3323.75,1429.9,1621.42
21 December 2020,Rent,3833.62,1807.26,3299.01
19 July 2021,Rent,2871.98,2816.32,1907.75
01 May 2019,Rent,3496.57,1900.88,1592.58
23 August 2020,Rent,4137.33,2102.93,2791.3
17 October 2021,Rent,2916.37,2383.82,1650.28
09 June 2023,Rent,3034,2782.99,133.66
07 September 2023,Rent,3037.53,2688.55,3219.77
18 August 2021,Rent,2468.49,3731.48,1026.85
13 August 2022,Rent,2899.53,2229.6,2168.79
11 December 2022,Rent,2613.38,3357.35,1026.39
08 August 2023,Rent,3159.82,1599.82,2402.14
06 November 2023,Rent,1593.19,2452.19,2609.46
01 May 2019,Rent,4014.67,2220.01,563.06
30 June 2019,Rent,2740.46,3329.86,1154.98
23 August 2020,Rent,2987.38,1573.17,3850.13
18 August 2021,Rent,2817.55,3975.13,961.22
16 November 2021,Rent,2077.59,1452.29,2174.65
14 June 2022,Rent,2385.55,3344.12,437.9
12 September 2022,Rent,2582.82,2955.24,1384.59
08 August 2023,Rent,1583.86,2194.77,2408.05
27 December 2019,Rent,2544.98,2610.84,1643.19
22 September 2020,Rent,2822.19,3242.82,1053.42
18 August 2021,Rent,3431.69,2159.97,2606.49
16 November 2021,Rent,3042.72,3296.28,3680.23
11 March 2023,Rent,1738.87,2431.42,2011.27
10 May 2023,Rent,2629.86,2299.35,2248.6
01 January 2019,Rent,2791.76,2429.15,100.88
02 March 2019,Rent,2626.34,2253.18,2270.13
22 September 2020,Rent,2770.46,3549.91,1507.38
26 March 2020,Rent,3166.58,3872.48,1629.54
17 October 2021,Rent,2252.4,3248.56,761.4
10 April 2023,Rent,2802.58,3201.07,1884.58
31 January 2019,Rent,2749.16,2325.14,331.59
31 May 2019,Rent,2810.29,2961.81,344.84
20 May 2021,Rent,1793.65,2319.55,2029.12
18 August 2021,Rent,2491.6,2532.83,499.23
17 October 2021,Rent,3563.86,3246.7,220.02
14 February 2022,Rent,2525.57,3474.64,247.14
16 March 2022,Rent,3061.88,1429.14,2674.04
07 September 2023,Rent,3205.82,2638.58,365.74
06 November 2023,Rent,2826.4,1392.36,3343.37
01 May 2019,Rent,2019.63,2840.75,2378.73
26 January 2020,Rent,3746.79,2586.2,1132.45
17 October 2021,Rent,2773.39,3760.72,1587.18
20 May 2021,Rent,2140.74,2835.22,487.96
18 August 2021,Rent,3473.51,2228.61,922.64
10 January 2023,Rent,2221.05,3382.21,328.26
08 August 2023,Rent,2935.92,3006.87,1328.79
11 November 2022,Rent,3338.56,2869.99,1324.96
09 July 2023,Rent,3242.19,2812.56,2111.11
01 April 2019,Rent,3013.49,2051.32,2048.82
24 July 2020,Rent,2490.21,4022.08,734.96
21 December 2020,Rent,2391.37,1827.98,426.15
30 July 2019,Entertainment,3650.48,2689.51,512.86
28 September 2019,Entertainment,2195.92,3370.8,210.99
20 May 2021,Entertainment,3328.25,2193.69,1819.07
16 March 2022,Entertainment,2887.95,3522.27,935.42
11 March 2023,Entertainment,2964.82,1818.65,2446.3
31 January 2019,Entertainment,3287.03,3003.14,2213.18
28 October 2019,Entertainment,3025.06,3131.93,1389.86
25 February 2020,Entertainment,2966.68,2691.73,593.69
14 July 2022,Entertainment,2905.7,2046.66,1758.43
07 September 2023,Entertainment,2728.76,2128.48,660.01
07 October 2023,Entertainment,3615.97,2220.45,924.71
27 November 2019,Entertainment,2612.59,3619.56,1104.75
20 January 2021,Entertainment,2810.5,1901.57,3271.79
21 March 2021,Entertainment,2200.37,3461.87,1408.72
12 October 2022,Entertainment,3538.24,2347.54,1670.65
31 January 2019,Entertainment,3601.6,3330.63,1198.65
17 September 2021,Entertainment,2701.65,3753.91,871.85
15 May 2022,Entertainment,2535.29,2455.72,1916.24
31 January 2019,Entertainment,2753.81,2081.26,1467.6
21 March 2021,Entertainment,1786.74,3318.78,328.71
14 June 2022,Entertainment,2826.03,1909.03,2365.58
14 July 2022,Entertainment,2361.89,1600.36,1843.63
12 September 2022,Entertainment,2616.2,3530.27,158.08
07 September 2023,Entertainment,2352.22,2561.17,1408.09
24 June 2020,Entertainment,2721.05,1976.53,1532.7
22 September 2020,Entertainment,2485.6,2081.86,1369.81
14 February 2022,Entertainment,3413.11,3322.65,520.33
13 August 2022,Entertainment,3179.15,2513.37,1229.56
02 March 2019,Entertainment,2680.35,3372.77,285.59
22 September 2020,Entertainment,2351.69,2800.36,1511.81
19 June 2021,Entertainment,3051.46,2481.91,1375.41
15 January 2022,Entertainment,3003.38,2509.28,1016.51
15 April 2022,Entertainment,2836.54,3935.73,208.25
08 August 2023,Entertainment,2481.69,3208.4,549.45
27 November 2019,Entertainment,1859.05,3810.28,350.22
27 December 2019,Entertainment,2600.22,2085.38,4321.35
21 December 2020,Entertainment,2552.8,2723.57,1448.62
18 August 2021,Entertainment,2400.17,2568.25,1605.84
10 May 2023,Entertainment,3417.75,2833.42,1455.36
09 July 2023,Entertainment,2752.25,2300.56,2145.46
17 October 2021,Entertainment,2478.42,2650.81,1200.27
15 January 2022,Entertainment,3449.26,3684.98,676.64
15 May 2022,Entertainment,3281.43,2118.36,2351.69
07 October 2023,Entertainment,3180.59,3156.44,1525.79
28 September 2019,Entertainment,2841.29,2035.42,3110.55
16 November 2021,Entertainment,2596.34,1747.07,1952.38
15 January 2022,Entertainment,3274.18,3342.15,1396.54
07 September 2023,Entertainment,2550.97,2166.49,3047.92
30 June 2019,Entertainment,3128.51,2554.34,1722.78
26 January 2020,Entertainment,4052.73,3482.83,2335.59
24 July 2020,Entertainment,2578.97,2164,1549.28
14 February 2022,Entertainment,2585.22,3008,11.64
14 June 2022,Entertainment,2862.08,1125.06,3029.91
31 May 2019,Entertainment,3815.38,1786.17,2103.11
22 September 2020,Entertainment,2848.18,2620,133.5
08 August 2023,Entertainment,3118.84,2686.4,1760.47
30 July 2019,Entertainment,3173.14,4052.07,855.67
26 January 2020,Entertainment,3335.81,2612.92,804.53
20 May 2021,Entertainment,3080.45,2556.45,2080.79
11 March 2023,Entertainment,2456.22,2061.59,2840.79
30 July 2019,Entertainment,2622.25,3129.44,2227.94
23 August 2020,Entertainment,3522.89,2254.94,837.01
21 March 2021,Entertainment,3190.56,2126,2832.81
15 January 2022,Entertainment,3528.87,3067.28,1659.47
16 November 2021,Entertainment,2822.38,3634.7,599.98
30 July 2019,Entertainment,2680.73,2478.1,2076.77
12 September 2022,Entertainment,2168.56,2998.3,887.35
28 October 2019,Entertainment,2740.06,4027.9,1749.52
26 January 2020,Entertainment,2389.19,1576.39,3675.63
25 February 2020,Entertainment,2534.13,3721.13,378.12
21 March 2021,Entertainment,2637.47,3021.33,783.44
14 June 2022,Entertainment,2967.27,3217.37,599.73
11 December 2022,Entertainment,2803.45,3110.26,359.41
11 March 2023,Entertainment,2554.91,3109.78,2202.46
27 December 2019,Entertainment,2730.81,2507.68,13.49
16 November 2021,Entertainment,3334.69,3810.03,285.57
11 March 2023,Entertainment,2841.49,2550.73,2082.66
10 April 2023,Entertainment,3029.37,3469.8,603.25
31 January 2019,Entertainment,2531.7,4071.72,542.94
01 April 2019,Entertainment,2591.07,3160.8,1550.22
26 March 2020,Entertainment,3000.42,3464.74,909.94
30 July 2019,Entertainment,2784.68,3162.23,103.8
21 December 2020,Entertainment,2721.71,3073.84,1744.91
16 December 2021,Entertainment,2549.57,3576.71,3191.51
15 May 2022,Entertainment,2903.16,2234.86,1788.36
07 September 2023,Entertainment,2483.43,2176.47,1794.36
21 March 2021,Entertainment,2958.07,2553.87,3284.24
20 May 2021,Entertainment,2732.78,2170.1,1922.68
08 August 2023,Entertainment,3504.31,2540.96,2907.4
01 April 2019,Entertainment,3153.8,3712.66,6.11
23 August 2020,Entertainment,2689.41,4137.07,712.78
20 May 2021,Entertainment,2929.86,3730.73,3034.56
17 September 2021,Entertainment,3251.81,3630.44,101.19
07 October 2023,Entertainment,2398.82,3175.02,2374.61
21 November 2020,Entertainment,2082.98,3379.54,746.66
18 August 2021,Entertainment,2305.21,2691.53,461.09
16 March 2022,Entertainment,3069.94,1182.03,3490.83
27 November 2019,Entertainment,2606.42,2748.64,1530.54
24 July 2020,Entertainment,2457.76,2832.86,649.36
17 October 2021,Entertainment,2946.37,2718.75,1456.19
14 July 2022,Entertainment,2357.81,2759.95,2662.09
07 October 2023,Entertainment,2847.23,2393.49,1295.15
31 January 2019,Entertainment,3231.95,2122.93,2810.4
24 June 2020,Entertainment,3746.12,3407.08,184.09
07 October 2023,Entertainment,3383.34,3696.89,1609.38
26 March 2020,Entertainment,2930.12,3625.17,983.07
16 November 2021,Entertainment,2305.12,1386.95,376.59
31 January 2019,Entertainment,2794.13,3331.22,233.77
28 September 2019,Entertainment,4263.15,2586.75,1732.27
20 January 2021,Entertainment,2770.19,2589.56,1723.11
20 May 2021,Entertainment,2570.89,1883.55,2405.8
16 March 2022,Entertainment,2890.87,2371.1,1613.44
30 July 2019,Entertainment,3167.62,3186.95,2926.38
22 September 2020,Entertainment,3428,2311.56,2386.74
22 October 2020,Entertainment,1981.46,3212.68,2755.41
20 January 2021,Entertainment,2342.29,2629.51,1612.24
15 January 2022,Entertainment,2964.43,1936.15,1154.42
15 May 2022,Entertainment,2710.75,1741.07,2125.03
22 September 2020,Entertainment,2423.31,2433.06,1008.02
11 December 2022,Entertainment,2256.99,3129.66,1142.56
01 April 2019,Entertainment,2968.67,3041.9,1221.77
18 August 2021,Entertainment,3028.4,3113.71,814.8
14 February 2022,Entertainment,2229.61,2935.97,2288.3
12 September 2022,Entertainment,3024.77,3430.6,460.37
01 April 2019,Entertainment,3119.13,1805.84,2372
29 August 2019,Entertainment,2288.14,1987.45,1994.7
28 October 2019,Entertainment,2868.4,2587.17,2048.56
25 February 2020,Entertainment,2879.68,2656.52,1008.27
20 May 2021,Entertainment,3204.29,2281.74,1707.45
14 July 2022,Entertainment,3330.9,3635.17,183.75
12 September 2022,Entertainment,3090.69,2024.35,1761.85
10 April 2023,Entertainment,3570.99,3047.64,1307.24
09 June 2023,Entertainment,3081.71,1798.07,2930.37
07 October 2023,Entertainment,2128.48,2472.65,679.31
22 October 2020,Entertainment,2585.87,3493.56,1133.99
17 October 2021,Entertainment,3305.74,2934.01,69.3
01 April 2019,Entertainment,3174.48,2993.6,1478.12
30 June 2019,Entertainment,2614.07,2665.74,496.83
29 August 2019,Entertainment,1995.9,3845.59,721.93
23 August 2020,Entertainment,2790.5,3352.59,1110.53
16 November 2021,Entertainment,2658,3455.74,1602.47
12 September 2022,Entertainment,3252.49,3043.81,485.19
10 January 2023,Entertainment,2544.73,3367.59,711.74
07 September 2023,Entertainment,2972.92,3000.16,929.81
21 March 2021,Entertainment,2965.28,3496.17,508.01
14 February 2022,Entertainment,2752.58,3511.84,881.7
14 July 2022,Entertainment,3122.18,2825.62,1206.14
11 December 2022,Entertainment,2895.76,3572.85,1068.28
10 April 2023,Entertainment,2289.31,3346.03,1210.27
26 January 2020,Entertainment,2125.49,3064.66,676.16
19 February 2021,Entertainment,2691.94,2820.09,1311.43
20 May 2021,Entertainment,3337.38,2688.05,4694.79
12 September 2022,Entertainment,2313.12,2505.46,1937.14
10 January 2023,Entertainment,2371.98,2560.41,2134.75
09 February 2023,Entertainment,2269.9,3576.35,75.79
11 March 2023,Entertainment,2102.22,3210.15,2149.12
20 May 2021,Entertainment,3262.97,1118.74,1928.13
12 October 2022,Entertainment,2529.47,2607.75,1497.82
11 November 2022,Entertainment,3575.51,4009.33,592.78
06 November 2023,Entertainment,3083.63,2997.43,194.83
27 December 2019,Entertainment,2600.36,3307.57,167.53
21 March 2021,Entertainment,3313.1,2776.35,2174.19
20 May 2021,Entertainment,1983.43,3453.24,1374.63
19 June 2021,Entertainment,2722.77,1466.9,2019.41
14 June 2022,Entertainment,2462.47,2842.12,1239.91
01 April 2019,Entertainment,2579.08,2366.21,3742.24
19 February 2021,Entertainment,3965.35,2515.23,2128.37
14 July 2022,Entertainment,3702.48,2468.15,2680.91
30 July 2019,Entertainment,3133.33,2825.5,887.73
22 September 2020,Entertainment,2684.26,3495.78,972.07
19 June 2021,Entertainment,1781.78,2155.12,1223.85
11 December 2022,Entertainment,2734.84,4510.77,224.43
11 March 2023,Entertainment,2987.13,2589.94,2513.11
31 May 2019,Entertainment,3782.17,3117.77,97.62
30 July 2019,Entertainment,2990.7,1302.77,3479.67
27 November 2019,Entertainment,2259.07,4360.86,698.79
26 March 2020,Entertainment,2898.54,2430.39,1287.89
22 October 2020,Entertainment,3095.08,3883.63,654.52
25 April 2020,Entertainment,2819.09,3774.05,1056.53
22 October 2020,Entertainment,2354.42,3627.67,394.13
21 November 2020,Entertainment,2853.85,2728.61,1388.65
11 November 2022,Entertainment,2788.29,2997.62,32.96
09 February 2023,Entertainment,3522.17,3028.96,1663.47
07 October 2023,Entertainment,1847.11,3549.45,741.55
01 April 2019,Entertainment,2948.71,1662.58,2346.57
26 March 2020,Entertainment,3880.88,3115.2,1406.47
25 April 2020,Entertainment,3384.5,2110.1,673.1
15 April 2022,Entertainment,3866.06,2393.07,1464.39
19 February 2021,Entertainment,2651.87,2519.23,1498.43
31 January 2019,Entertainment,2918.52,3598.26,1648.67
27 December 2019,Entertainment,1855.69,2717,1184.15
26 January 2020,Entertainment,2469.49,3102.7,958.63
25 February 2020,Entertainment,3651.54,2733.36,1467.03
24 July 2020,Entertainment,2035.48,2758.84,1527.18
22 September 2020,Entertainment,3087.54,4571.76,1494.34
15 January 2022,Entertainment,3779.13,2931.47,196.31
14 February 2022,Entertainment,3720.47,2708.73,1355.43
13 August 2022,Entertainment,2706.73,2520.88,4216.51
12 October 2022,Entertainment,3079.28,3616.83,2093.58
09 July 2023,Entertainment,2803.53,1976.34,738.89
01 May 2019,Entertainment,2593.2,3903.41,122.19
27 December 2019,Entertainment,2359.45,2386.86,2523.46
25 May 2020,Entertainment,2091.29,3127.12,2220.86
12 September 2022,Entertainment,2722.77,2660.23,2290.3
31 January 2019,Entertainment,2441.69,2852.55,1033.08
02 March 2019,Entertainment,3096.4,1857.4,2740.4
26 March 2020,Entertainment,2110.99,3744.31,2582.64
24 July 2020,Entertainment,3893.65,2694.98,1544.5
22 September 2020,Entertainment,3072.48,2125.28,2817.48
21 November 2020,Entertainment,3687.77,3941.02,248.9
19 June 2021,Entertainment,2743.44,4119.67,656.59
01 May 2019,Entertainment,2855.85,2553.71,2353.19
17 October 2021,Entertainment,2024.55,2160.18,1757.17
11 November 2022,Entertainment,2607.66,3183.57,1224.93
11 December 2022,Entertainment,2779.17,159.21,4436.5
10 May 2023,Entertainment,2913.89,3231.19,2828.11
25 February 2020,Entertainment,1990.63,2510.8,1333.63
22 September 2020,Entertainment,2571.35,3459.57,1067.52
22 October 2020,Entertainment,2188.42,3541.49,544.29
18 August 2021,Entertainment,2237.31,3326.59,2006.19
15 April 2022,Entertainment,2766.82,2973.87,1853.46
12 September 2022,Entertainment,3041.63,2386.48,2159.19
07 September 2023,Entertainment,2982.2,2873.61,883.3
29 August 2019,Entertainment,2364.9,3078.52,1294.98
14 July 2022,Entertainment,3044.65,2391.78,1138.86
13 August 2022,Entertainment,2763.23,2539.84,1562.9
06 November 2023,Entertainment,2365.61,3546.83,543.23
28 October 2019,Investments,3178.17,3230.77,601.94
25 February 2020,Investments,3493.12,2661.4,845.89
23 August 2020,Investments,2330.65,1886.67,1024.55
30 June 2019,Investments,2109.21,3390.89,1142.76
30 July 2019,Investments,2731.72,810.91,4721.89
25 April 2020,Investments,2036.74,1808.42,473.73
24 July 2020,Investments,3168.63,3070.33,1084.26
13 August 2022,Investments,2232.93,4526.43,168.78
12 September 2022,Investments,2715.38,2374.18,688.41
02 March 2019,Investments,2624.66,3555.9,2592.2
30 July 2019,Investments,2970.08,2302.83,1179.67
19 June 2021,Investments,2313.13,3273.45,1150.56
17 September 2021,Investments,2923.72,2435.75,1345.09
25 February 2020,Investments,1824.49,3683.37,832.79
24 June 2020,Investments,2977.54,2315.84,1545.49
22 September 2020,Investments,3305.15,3365.61,1594.99
16 November 2021,Investments,3302.54,2062,867.28
15 April 2022,Investments,2655.49,1401.51,3327.78
12 September 2022,Investments,2905.78,2670.07,3237.16
07 September 2023,Investments,2997.07,2714.76,3866.08
26 January 2020,Investments,2979.78,3354.56,729.06
24 July 2020,Investments,2996.28,3657.56,2211.96
22 October 2020,Investments,2840.27,2159.97,1754.19
20 April 2021,Investments,3351.43,2133.72,2878.95
09 February 2023,Investments,2243.33,3503.16,840.3
10 April 2023,Investments,2222.63,2272.67,599.77
06 November 2023,Investments,2878.09,2259.24,1881.3
01 May 2019,Investments,2720.14,2605.17,590.42
